,Roseburia intestinalis,Phocaeicola vulgatus,Bacteroides uniformis,[Ruminococcus] gnavus,Escherichia coli,Enterocloster clostridioformis,Parabacteroides distasonis,Flavonifractor plautii,Bifidobacterium pseudocatenulatum,Erysipelatoclostridium ramosum,Veillonella atypica,[Clostridium] innocuum,Hungatella hathewayi,Veillonella dispar,Haemophilus sp. HMSC71H05,Veillonella infantium,Bifidobacterium bifidum,Bifidobacterium longum,Haemophilus parainfluenzae,Veillonella parvula,Gordonibacter pamelaeae,Intestinibacter bartlettii,Clostridium neonatale,Bifidobacterium breve,Veillonella sp. T11011-6,Anaerotruncus colihominis,Streptococcus thermophilus,Bifidobacterium dentium,Enterococcus faecium,Tyzzerella nexilis,Megasphaera micronuciformis,Campylobacter concisus,Phocaeicola dorei,Bacteroides faecis,Bifidobacterium adolescentis,Dorea formicigenerans,Coprococcus comes,Collinsella aerofaciens,Parabacteroides merdae,Faecalitalea cylindroides,Bacteroides ovatus,[Ruminococcus] torques,Lacticaseibacillus rhamnosus,Phascolarctobacterium faecium,Bacteroides salyersiae,Blautia wexlerae,Bacteroides caccae,Alistipes putredinis,[Eubacterium] rectale,Eggerthella lenta,Bacteroides fragilis,Eubacterium limosum,Alistipes finegoldii,Enterocloster bolteae,Veillonella rogosae,Streptococcus mitis,Clostridium bolteae CAG:59,Faecalibacterium prausnitzii,Prevotella bivia,Holdemania filiformis,Aeriscardovia aeriphila,Barnesiella intestinihominis,Roseburia faecis,Anaerostipes hadrus,Fusicatenibacter saccharivorans,Roseburia hominis,Ruminococcus bromii,Roseburia inulinivorans,Ruthenibacterium lactatiformans,Bilophila wadsworthia,Coprobacillus cateniformis,Enterocloster asparagiformis,Butyricimonas synergistica,Parabacteroides goldsteinii,Alistipes shahii,Butyricimonas virosa,Victivallis vadensis,Clostridium paraputrificum,Enterocloster lavalensis,Klebsiella michiganensis,Christensenella minuta,Collinsella intestinalis,Streptococcus parasanguinis,Lachnospira pectinoschiza,Eubacterium sp. CAG:180,Eubacterium sp. CAG:38,Dorea longicatena,Lachnospira eligens,Bacteroides galacturonicus,[Clostridium] symbiosum,Gemmiger formicilis,Coprobacter secundus,Blautia obeum,Lactobacillus rogosae,Adlercreutzia equolifaciens,Streptococcus lutetiensis,Enterococcus gallinarum,Enterococcus casseliflavus,Varibaculum cambriense,Citrobacter freundii,Atlantibacter hermannii,Prevotella copri,Prevotella buccae,Acinetobacter pittii,Roseburia sp. CAG:182,Klebsiella oxytoca,Actinomyces sp. ICM47,Blautia hansenii,Bacteroides xylanisolvens,Bacteroides thetaiotaomicron,Dialister invisus,Bacteroides stercoris,Enterocloster aldenensis,Anaerobutyricum hallii,Enterococcus faecalis,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae,Gemella haemolysans,Citrobacter youngae,Streptococcus sp. SK643,Paraclostridium bifermentans,Proteobacteria bacterium CAG:139,Anaeroglobus geminatus,Limosilactobacillus mucosae,Turicimonas muris,Parasutterella excrementihominis,Schaalia turicensis,Actinomyces urogenitalis,Streptococcus salivarius,Ligilactobacillus ruminis,Staphylococcus epidermidis,Staphylococcus hominis,Peptostreptococcus anaerobius,Enorma massiliensis,Fusobacterium nucleatum,Slackia isoflavoniconvertens,Megasphaera elsdenii,Bacteroides faecis CAG:32,Phocaeicola plebeius,Lactobacillus paragasseri,Clostridium perfringens,Haemophilus haemolyticus,Blautia sp. CAG:257,Sellimonas intestinalis,Anaerostipes caccae,Bacteroides cellulosilyticus,Clostridium sp. D5,Clostridioides difficile,Gemella sanguinis,Schaalia odontolytica,Actinomyces naeslundii,[Ruminococcus] lactaris,Akkermansia muciniphila,Alistipes inops,Ruminococcus bicirculans,Odoribacter splanchnicus,Firmicutes bacterium CAG:83,Alistipes indistinctus,Firmicutes bacterium CAG:110,Bifidobacterium animalis,Intestinimonas butyriciproducens,Clostridium sp. CAG:58,Agathobaculum butyriciproducens,Enterocloster citroniae,[Eubacterium] siraeum,Bacteroides finegoldii,Coprococcus catus,Eubacterium ramulus,Ruminococcus callidus,Turicibacter sanguinis,Lawsonibacter asaccharolyticus,Holdemanella biformis,Ruminococcus obeum CAG:39,Eisenbergiella massiliensis,Veillonella tobetsuensis,Blautia producta,Firmicutes bacterium CAG:424,Butyricicoccus pullicaecorum,Firmicutes bacterium CAG:646,[Clostridium] spiroforme,Massilimicrobiota timonensis,Blautia coccoides,Streptococcus sp. A12,Clostridium butyricum,Enterococcus avium,Leuconostoc gelidum,Proteus mirabilis,Actinomyces sp. HPA0247,Haemophilus parahaemolyticus,Lachnoclostridium sp. An118,Eubacterium ventriosum,Roseburia sp. CAG:309,Lactobacillus acidophilus,[Clostridium] leptum,Oscillibacter sp. 57_20,Firmicutes bacterium CAG:145,Lactococcus lactis,Roseburia sp. CAG:471,Pseudoflavonifractor sp. An184,Streptococcus infantis,Eubacterium sp. CAG:274,Lachnospiraceae bacterium oral taxon 096,Streptococcus oralis,Citrobacter braakii,Prevotella corporis,Lactococcus raffinolactis,Citrobacter koseri,Haemophilus sputorum,Citrobacter farmeri,Prevotella disiens,Selenomonas artemidis,Eisenbergiella tayi,Actinomyces sp. HMSC035G02,Actinomyces oris,Selenomonas noxia,[Clostridium] scindens,Bacteroides sp. CAG:443,Bacteroides clarus,Dorea sp. CAG:317,Fusobacterium mortiferum,Streptococcus pasteurianus,Clostridium sp. CAG:167,Murimonas intestini,Hungatella effluvii,Dielma fastidiosa,Streptococcus australis,Anaeromassilibacillus sp. An250,Bifidobacterium catenulatum,Eubacterium sp. CAG:251,Prevotella sp. CAG:891,Desulfovibrio piger,Megamonas funiformis,Megamonas funiformis CAG:377,Firmicutes bacterium CAG:94,Megamonas hypermegale,Desulfovibrionaceae bacterium,Ruminococcaceae bacterium D16,Adlercreutzia caecimuris,Coprococcus eutactus,Eubacterium sp. OM08-24,Clostridium sp. CAG:299,Clostridium sp. CAG:242,Lacrimispora saccharolytica,Leuconostoc mesenteroides,Lachnoclostridium sp. An131,Streptococcus sanguinis,Corynebacterium argentoratense,Aggregatibacter aphrophilus,Lachnoclostridium sp. An138,Alistipes onderdonkii,Coprobacter fastidiosus,Enterococcus malodoratus,Terrisporobacter othiniensis,Bifidobacterium pseudolongum,Lachnoclostridium sp. An76,Allisonella histaminiformans,Clostridiales bacterium 1_7_47FAA,[Clostridium] methylpentosum,Oscillibacter sp. CAG:241,Propionibacterium freudenreichii,Denitrobacterium detoxificans,Streptococcus sp. F0442,Raoultella planticola,Actinomyces graevenitzii,Clostridium disporicum,Phocaeicola massiliensis,Phascolarctobacterium succinatutens,Blautia hydrogenotrophica,Sanguibacteroides justesenii,Atopobium minutum,Parvimonas sp. KA00067,Prevotella buccalis,Campylobacter hominis,Porphyromonas sp. HMSC065F10,Gemella morbillorum,Ezakiella coagulans,Monoglobus pectinilyticus,Streptococcus salivarius CAG:79,Campylobacter gracilis,Bacteroides eggerthii,Hungatella xylanolytica,Haemophilus paraphrohaemolyticus,Fusobacterium sp. CAG:439,Dialister pneumosintes,Haemophilus pittmaniae,Christensenella hongkongensis,Clostridiales bacterium CHKCI006,Lachnoclostridium sp. An181,Streptococcus vestibularis,Roseburia sp. CAG:303,Rothia dentocariosa,Sarcina ventriculi,Pediococcus acidilactici,Ligilactobacillus agilis,Limosilactobacillus fermentum,Anaerotignum lactatifermentans,Streptococcus peroris,Desulfovibrio fairfieldensis,Campylobacter showae,Robinsoniella sp. RHS,Actinomyces sp. oral taxon 181,Fusobacterium periodonticum,Faecalicatena orotica,Anaerotruncus sp. CAG:528,Citrobacter pasteurii,Solobacterium moorei,Campylobacter upsaliensis,Bacteroides nordii,Lactonifactor longoviformis,Acidaminococcus intestini,Tractidigestivibacter scatoligenes,Ligilactobacillus saerimneri,Morganella morganii,Limosilactobacillus oris,Peptostreptococcus stomatis,Proteus vulgaris,Paraprevotella xylaniphila,Leuconostoc pseudomesenteroides,Prevotella colorans,Bifidobacterium angulatum,Enterococcus durans,Paraprevotella clara,Escherichia marmotae,Streptococcus mutans,Firmicutes bacterium CAG:95,Lactobacillus delbrueckii,Prevotella sp. CAG:279,disease
PRJNA231909.3101336,3.22851,0.02231,1.61625,0,0.01138,0,0.98449,0.46918,13.35702,0.14857,0.02689,0.00581,0,0.08974,0,0.04571,17.52518,1.02638,0.25194,0,0.01111,0.09154,0,4.68171,0.00707,0,0,0,0,0,0,0,8.8095,2.68988,12.76562,0.3296,0.54476,3.66664,0.82894,0.06744,1.35356,1.30905,0.01931,0.48756,0.21995,1.56613,0.75862,0.89809,1.08817,0.09182,0.33517,0.00816,0.80192,0.01407,0.01724,0,0.05139,5.73824,0,0.0235,0,0.09252,5.06892,3.3284,1.96226,0.38123,0.33256,0.1813,0.1409,0.12081,0.06954,0.04571,0.04351,0.03636,0.02613,0.01856,0.01298,0.00427,0.00413,0.00412,0.00383,0.0029,0.00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3101338,0.52098,0.0121,3.01791,0.02191,0.02763,0,2.27614,0.62806,5.04905,0.03709,0.00242,0.02726,0.08801,0.05438,0,0.01663,10.25862,3.26126,0.09845,0,0.01516,0.16405,0,2.96023,0,0,0,0,0,0,0,0,13.35114,1.82575,9.45142,0.18874,0.25505,1.54041,2.76394,0.20932,7.90217,0.57563,0,0.83535,0.72936,0.63027,1.45087,3.36922,4.09585,0.08414,0.48153,0.0283,0.41794,0.04956,0,0,0.10654,3.48581,0,0.0306,0.01176,0.85258,2.53539,1.70971,2.02209,0.42298,0.0622,0.95884,0.16241,0.17704,0.07092,0.10445,0.05996,0.10244,0.43816,0.04194,0.21461,0,0.00628,0,0.01211,0.00135,0,4.15527,1.19134,0.85547,0.6575,0.4789,0.12549,0.07176,0.02159,0.02041,0.01965,0.01691,0.00764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3107526,2.18408,0.04635,6.95142,0.04386,0,0,3.1931,0.84617,2.86382,0.0121,0,0,0.04184,0.02067,0.00317,0,3.12575,1.38036,0,0,0.0174,0.03438,0,0.03215,0,0.036,0.58743,0,0,0,0,0,16.3523,3.55475,4.69162,0.06217,0.21785,1.86421,3.44186,0.0016,1.93768,0.50366,0,1.12522,0.90161,0.43736,0.3004,4.99326,1.09591,0,0.10505,0.01137,10.26812,0,0,0,0,6.6207,0,0.00797,0,2.34496,1.96726,1.43338,2.07436,0.20442,0,0.43253,0.09911,0.09224,0,0.02356,0.05473,0.06609,1.143,0.02476,0,0,0,0,0,0.00157,0.01417,0,0,0.41364,0.585,0.17906,0,0.09057,0.06662,0,0.03939,0,0.02139,0,0,0,0,0,0,0,0,0,0.47714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4098,0,0,0,0,0,0,0,0,2.5554,0,0,0,0,0.54062,0.86785,0,0.08306,0.04186,0.54602,0,0,0,0,0,0.02319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51167,0.18171,0.11712,0.11297,0.112,0.10376,0.01107,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3107527,0.2989,0.00379,6.88927,0.0984,0,0,1.16644,0.76563,4.10052,0.03896,0,0,0.03702,0,0,0,4.5654,1.97706,0,0,0.03431,0.05137,0,0.0355,0,0.03414,0.37184,0,0,0,0,0,18.78231,2.14789,0.88403,0.12261,0.12427,1.71286,2.09724,0.05418,2.08908,0.66375,0.0019,0.4547,1.96698,0.85172,0.18447,8.05468,10.52189,0.06912,0.58417,0.00432,7.23358,0.00556,0,0,0.0208,3.08295,0,0.02076,0,2.26894,0,1.78345,1.53291,0.267,0,0.0923,0.2178,0.30938,0.04095,0,0.11381,0.07926,0.50182,0.07646,0.06432,0,0,0,0,0,0.00317,0,1.61465,0.09092,0.40577,0.60191,0,0.02337,0.01503,0,0.07936,0,0.07827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77328,0,0,0,0,0,0,0,0,3.78292,0,0,0,0,0.08476,0.47524,0,0.0198,0.0211,0.17197,0,0,0,0,0,0.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21212,0.00835,0.39738,0.1331,0.08127,0.21574,0.06239,0.00191,0.04147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
PRJNA231909.3105875,1.58901,5.23984,0.97843,0.03851,0.0494,0,1.16127,0.09574,0.24789,0,0,0,0.01079,0.0105,0,0,0.01595,0.43757,0.03864,0.00459,0.00903,0.15713,0,0.08474,0,0,0,0,0,0,0,0,0.05205,0,0.37007,0.0193,0.24044,0.67834,2.83679,0,0.16393,0.25121,0,0,0.08191,0.46091,1.09098,1.2788,1.7439,0.01833,0.03947,0,0.90894,0.01478,0,0,0,2.60798,0,0,0,1.1379,2.14575,0.59354,0.52343,0.08633,1.62597,2.18113,0.03645,0.00657,0,0.01559,0,0,0.15017,0,0,0,0,0,0,0.00099,0,0.51199,2.26648,0.1024,0.10018,1.08773,0,0.01541,0.07797,0,0.00354,0,0,0,0,0,0,0,0,55.63522,0,0,0.37109,0,0,0,0,0.15911,0.12474,0.2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0.05803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75122,1.727,1.2248,0.85644,0.6633,0.32366,0.30736,0.19163,0.11085,0.09803,0.06303,0.06165,0.06009,0.05345,0.04466,0.03445,0.034,0.02444,0.01962,0.01323,0.01023,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3107978,0.00122,0.03539,8.92881,1.96585,0.28189,0,2.54796,0.57745,0.0023,0,5.86185,0.22052,0,0.45289,0.01463,0.26587,0.01641,0.0096,0.09911,0.0037,0.04568,0.03889,0.23943,12.70952,0.02451,0,0,0,0.02472,0.04855,1.79609,0.02625,13.12774,0,0.00161,0,0,1.56771,0,0,0.01037,0,0.02645,0,0,2.48944,1.5645,0,0.00264,0.39697,0.00604,0,0,0,0,0,0,0.0117,0,0,0.00423,0,0.00307,7.25039,0,9.12064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539,0,0.00059,0.01682,0,0,13.55342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0.01076,0,10.62249,1.00692,0,0,0,0,0,0.22787,0.08316,0.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02162,0,0.00359,0,1.97226,0,0,0,0,0,0,0,0.48301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09591,0.01883,0.00693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3109940,0.42586,0.02449,7.71218,0.46863,1.21413,0.06389,3.07539,0.43094,7.22061,0.22169,0.00355,0.0524,0.08963,0.00283,0,0,0.00874,2.0285,0.09357,0.01905,0.02179,0.17389,0,0.57922,0,0.32378,0,0.01201,0,0.02421,0,0,14.75834,0,0.00161,0,0,1.64424,0,0,1.07529,0,0.09411,0,0,0.26684,9.29277,0,0.32852,0.15059,0.00164,0,0,0.01358,0,0,0,3.59949,0,0,0,0,0.8481,0.52651,1.05694,0.06968,18.82268,0.58597,0.34701,0,0.07232,0.19174,0,0,0,0,0,0,0,0,0,0,0.01429,0,0,0.6575,0,0,0,0.11044,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0,0,7.83907,1.8303,0.78006,0,0,1.22359,0,0,0,0,0,0,0,0,1.70029,0.17429,0,0.14175,0.60545,0,0,0.16705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03577,0,0,0.0055,0,0,0.00149,0,0,0,0,0,0,0,0,0,0.06951,1.54497,0,0.10123,0.09048,0,0,0,0.08813,0,0,0,0,0,0,0,0.01357,0,0,0,0,0,0.00044,0.00517,0,0,0,0,0,0,0,0.33967,0,0,1.72258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05125,0,0,0,0,0,0,0,0,0,0,0,1.62324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3109945,0.95004,0.03388,9.01684,0.46608,0.45911,0.03073,2.01022,0.49699,13.24208,0.49379,0.01925,0.09027,0.09692,0.03341,0,0.00953,0.04142,5.19877,0.04943,0.13083,0.24093,0.15618,0,1.42399,0,0.12665,0,0,0,0.11765,0,0,12.10537,0.00271,0,0,0,2.02929,0,0,2.62012,0,0,0,0,2.15965,3.695,0,0.04582,1.84244,0.00576,0,0,0.02019,0.00945,0,0,4.91509,0,0,0.00378,0,0.0296,4.60859,2.48056,0.00306,9e-04,0.12168,0.31959,0,0.01338,0.14651,0,0,0,0,0,0,0,0,0,6e-04,0.01799,0,0,0.80093,0,0.31013,0,0.21625,0.56462,0,0,0,0.0026,0,0,0,0,0,0,0.00171,0,0,0,0,0.00466,0,5.03272,2.17929,0.92678,0,0.00128,0.89089,0,0,0,0,0,0,0,0,1.06782,0,0,0.12585,0.12621,0,0,0.94703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22318,0,0,0.0097,0,0.00507,0.00575,0.00077,0,8.28996,0,1.19808,0,1.54282,0,0,0,0.22019,0.19735,0.05986,0.1017,0,0,0.13988,0.13174,0,0,0,0,0,0,0,0.06641,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0.32323,0,0,0.17379,0,0,0.00412,0,0,0,0,0,0.04448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0.0067,0.02728,0,0,0,0,0,0,0.04698,0,0,0,0.00505,0.79123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01341,0.00047,0.00925,0.00289,0.00172,0.00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3109952,0.18689,0.03281,6.553,1.09012,0.87604,0.01302,0.53163,1.92612,11.3116,0.45773,0.30921,0.10759,0.06574,0,0,0.00104,0.02152,5.66845,0.02152,0.00871,0.05014,0.24321,0,0.34409,0,0.01904,0.08695,0,0,0.06997,0,0,8.03886,0,0,0.96099,0,2.68548,0,0,1.3156,0.00121,0.00958,0,0,0.13819,2.47446,0,0.08793,0.44719,0.00225,0,0,0.00494,0,0.03937,0,7.80079,0,0,0,0,9.38116,5.46891,7.56111,0.03508,0,0.04918,0.23756,0,0.01838,0.11172,0,0,0,0,0,0,0,0,0,0.00167,0.13102,0,0,0.30876,5.52725,0.41502,0,0.05903,0.37746,0,1.17732,0,0.23191,0,0,0,0,0,0,0.00655,0,0,0.0809,0,0.00389,0,2.00371,0.39247,0.01411,0,0,1.49506,0,0.00612,0,0,0,0,0,0,0.76946,0,0,0.09633,0.15539,0,0,0.85446,0,0,0,0,0,0,0,0,0,0,0,0.0281,0,0,0.17349,0,0,0.00044,0,0.01288,0,0,0,0,0,3.09788,0,0.86994,0,0,0.04263,0.16435,0.26571,0.41841,0.05454,0,0,0.45091,0.31088,0,0.00315,0,0,0,0,0,0.02703,0,0,0.01772,0,0,0,0,0,0,0,0,0,0,0,0.29496,0,0,0.94839,0,0,1.47861,0.00514,0,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01967,0,0.00925,0,0,0,0,0,0,0.06647,0,0,0,0.00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688,0,0.00477,0,0,0.01001,0.21324,0.00206,0.00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3114865,0.94021,0.02906,11.20421,0.69733,0.23286,0,2.92475,0.69611,0.00495,0.24459,0,0.11183,0.1385,0.00411,0,0.00237,0.01376,0.06568,0.01256,0,0.0196,0.07615,0,0.6757,0,0.3854,0,0.04339,0,0.00114,0.00646,0,26.21811,0.00208,0,0,0,2.40924,0,0,0.00749,0,0.00057,0,0,3.16366,5.95273,0,0.36409,0.17948,0.00379,0,0,0.08858,0,0,0.16674,0.99628,0,0,0,0,5.29585,2.96651,0.03815,0.07557,6.52254,0,0.54431,0,0.00739,0.15818,0,0,0,0,0,0,0,0,0,0.00197,0.00416,0,0,0.82724,0,0,0,0.78942,0,0,0,0,0,0,0,0,0,0,0,0.00477,0,0,0.12191,0,0,0,6.98209,5.09645,1.59741,0.00045,0.00316,0,0,0,0,0,0,0,0,0,0,0.68413,0,0,0,0,0.00138,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26369,0.01723,0,0,0,0,0,0,1.04226,2.10896,0,1.52539,0,0,0,0,0.05397,2.17222,0,0.04331,0.04382,0,0,0,0.16578,0,0,0,0,0,0,0,0,0,0,0.01389,0,0,0,0.00751,0,0,0,0,0,0,0,0.11807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05914,0,0.85357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3103734,0,6.51452,5.06498,0,1.82862,0,2.51264,0,0,0,0.00589,0,0,0,0.06451,0,0,16.38539,0.0343,15.13628,0.06593,0.00697,0.10626,1.61482,0,0,0,0.048,0,0,0,0,0.00207,19.50447,0,0,0,0,0,0,0,0,0,0,0,0,5.51581,0,0,0.41904,23.27817,0,0.25412,0,0,0.00171,0,0,0,0,0,0,0,0,0,0.49917,0,0,0,0.34506,0,0,0,0,0,0,0,0.05804,0,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592,0.27849,0,0,0,0,0,0,0,0,0,0.20751,0,0,0,0,0.153,0,0,0,0,0.06098,0,0.02408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
